,text,setiment
951,"['my', 'grandmother', ""'s"", 'entire', 'life', 'focused', 'others', 'for', 'grandfather', 'top', 'adviser', 'confidante', 'for', 'family', 'steady', 'loving', 'guiding', 'hand', 'country', 'inspiration', 'example', 'us']",positive
952,"['i', 'called', 'investigation', 'n', 'y', 'gov', 'cuomo', 'failed', 'nursing', 'home', 'policies', 'new', 'york', 'state', 'no', 'state', 'face', 'new', 'york', 'forced', 'endure']",negative
953,"['n', 'y', 'gov', 'cuomo', 'deleted', 'march', 'th', 'order', 'requiring', 'nursing', 'homes', 'take', 'coronavirus', 'positive', 'patients', 'wait', 'he', 'says', 'nothing', 'wrong', 'so', 'try', 'cover', 'mistakes', 'it', 'hard', 'delete', 'disaster', 'big', 'history']",negative
954,"['history', 'repeats', 'replace', 'g', 'e', 'o', 'g', 'e', 'l', 'e', 'e', 'e', 'win', 'vote', 'lee', 'zeldin']",neutral
955,"['why', 'new', 'yorkers', 'from', 'both', 'parties', 'vote', 'lee', 'zeldin', 'real', 'clear', 'politics']",neutral
956,"['good', 'news', 'family', 'last', 'week', 'brussels', 'chairmanship', 'initiative', 'mr', 'pidla', 'two', 'day', 'forum', 'held', 'restructuring']",positive
957,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'g', 'attorney', 'representing', 'whistleblower', 'sounded', 'alarm', 'pres', 'trump', 'dealings', 'ukraine', 'tells', 'a', 'b', 'news', 'representing', 'second', 'whistleblower', 'first', 'hand', 'knowledge', 'events']",neutral
958,"['morning', 'my', 'love', 'ali', 'e', 'wentworth', 'tested', 'positive', 'covid', 'she', 'resting', 'well', 'grateful', 'good', 'wishes', 'sharing', 'thanks', 'g', 'm', 'a', 'morning']",positive
959,"['michael', 'cohen', 'pres', 'trump', 'former', 'personal', 'attorney', 'reaches', 'new', 'plea', 'deal', 'mueller', 'morning', 'expected', 'enter', 'guilty', 'plea', 'false', 'statements', 'congress', 'coupled', 'dozens', 'hours', 'testimony', 'potentially', 'damaging', 'press', 'trump', 'special', 'counsel', 'values', 'testimony']",neutral
960,"['i', 'talking', 'exclusively', 'former', 'v', 'p', 'presidential', 'candidate', 'joe', 'biden', 'tomorrow', 'morning', 'live', 'g', 'm', 'a']",neutral
961,"['speaking', 'influential', 'uncle', 'first', 'time', 'since', 'publication', 'explosive', 'new', 'book', 'mary', 'trump', 'tells', 'exclusive', 'interview', 'message', 'president', 'resign', 'fpp', 'yb', 'l']",neutral
962,"['sorry', 'lose', 'right', 'complain', 'partisanship', 'fed', 'flames', 'violent', 'insurrection']",negative
963,"['rhode', 'island', 'may', 'small', 'economy', 'mighty', 'strength', 'small', 'businesses', 'innovative', 'technologies', 'as', 'secretary', 'commerce', 'i', 'harness', 'american', 'ingenuity', 'create', 'good', 'paying', 'union', 'jobs', 'build', 'economy', 'back', 'better', 'ever']",positive
964,['istanbul'],negative
965,"['one', 'i', 'feeling', 'humbled', 'week', 'i', 'feel', 'truly', 'horrible', 'things', 'i', 'said', 'believed', 'donald', 'trump', 'i', 'believed', 'worst', 'politically', 'proved', 'wrong', 'almost', 'every', 'turn', 'dramatic', 'cases', 'life', 'israel', 'china', 'ohio']",negative
966,"['i', 'convinced', 'spent', 'billion', 'twitter', 'troll', 'media']",negative
967,"['all', 'senators', 'voted', 'omnibus', 'bill', 'all', 'people', 'aboard', 'ukraine', 'international', 'airlines', 'plane', 'died']",negative
968,"['just', 'received', 'i', 'democrat', 'vote', 'straight', 'republican', 'november', 'i', 'first', 'time', 'i', 'ever', 'vote', 'middle', 'term', 'vote', 'republican', 'it', 'obvious', 'crazy', 'cruel', 'getting', 'mostly', 'left', 'right']",negative
969,"['i', 'returned', 'southern', 'border', 'every', 'border', 'patrol', 'agent', 'i', 'c', 'e', 'agent', 'local', 'law', 'enforcement', 'officer', 'i', 'spoke', 'made', 'clear', 'wall', 'helps', 'job', 'president', 'biden', 'decision', 'stop', 'construction', 'bad', 'idea']",negative
970,"['this', 'big', 'one', 'a', 'national', 'fracking', 'ban', 'would', 'immediately', 'cost', 'texas', 'jobs', 'within', 'years', 'texas', 'would', 'lose', 'million', 'jobs']",negative
971,"['good', 'luck', 'mayra', 'flores', 'south', 'texas', 'needs', 'voice', 'fight', 'congress']",positive
972,"['e', 's', 'g', 'political', 'anyone', 'says', 'otherwise', 'likely', 'part', 'problem']",negative
973,"['join', 'remembering', 'life', 'chris', 'kyle', 'american', 'sniper', 'you', 's', 'navy', 's', 'e', 'a', 'l', 'veteran', 'thanks', 'native', 'navy', 'you', 's', 'serving', 'iraq', 'chris', 'proved', 'heroes', 'wear', 'capes', 'american', 'flag', 'shoulder']",neutral
974,"['at', 'h', 'k', 'equipment', 'p', 'o', 't', 'you', 's', 'hear', 'tax', 'reform', 'putting', 'america', 'back', 'work', 'h', 'k', 'equipment', 'investing', 'rate', 'percent', 'higher', 'last', 'year', 'thanks', 'tax', 'reform', 'companies', 'across', 'country', 'increased', 'hiring', 'benefits', 'wages', 'fairand', 'simple']",positive
975,"['it', 'nearly', 'days', 'since', 'donald', 'trump', 'signed', 'you', 's', 'm', 'c', 'a', 'today', 'finally', 'vote', 'pass', 'you', 's', 'c', 'a', 'deliver', 'results', 'hardworking', 'americans', 'backbone', 'economy', 'increase', 'b', 'year', 'agricultural', 'exports', 'you', 's', 's', 'm', 'a', 'win', 'rural', 'america']",positive
976,['istanbul'],neutral
977,"['the', 'path', 'forward', 'one', 'liberty', 'i', 'today', 'calling', 'official', 'y', 'o', 'you', 's', 'recognition', 'republic', 'artsakh', 'independence']",neutral
978,"['jared', 'kushner', 'must', 'lose', 'security', 'clearance', 'immediately', 'this', 'partisan', 'issue', 'national', 'security', 'revoke', 'kushner']",negative
979,"['the', 'path', 'forward', 'one', 'liberty', 'i', 'today', 'calling', 'official', 'y', 'o', 'you', 's', 'recognition', 'republic', 'artsakh', 'independence']",neutral
980,"['jared', 'kushner', 'must', 'lose', 'security', 'clearance', 'immediately', 'this', 'partisan', 'issue', 'national', 'security', 'revoke', 'kushner']",negative
981,"['god', 'bless', 'texas']",positive
982,"['texas', 'building', 'border', 'wall']",neutral
983,"['i', 'swear', 'i', 'kick', 'good', 'dallas', 'cowboys', 'kicker']",positive
984,"['bring', 'twitter', 'texas', 'join', 'tesla', 'space', 'x', 'boring', 'company']",neutral
985,"['my', 'team', 'i', 'fortunately', 'safe', 'l', 'm', 'p', 'd', 'and', 'i', 'provide', 'update', 'soon', 'possible', 'thank', 'giving', 'opportunity', 'reply', 'members', 'spoken', 'morning']",positive
986,"['feeling', 'grateful', 'today', 'i', 'love', 'louisville', 'let', 'us', 'move', 'forward', 'together']",positive
987,"['the', 'th', 'anniversary', 'n', 'c', 'a', 'men', 'basketball', 'championship', 'approaching', 'in', 'honor', 'team', 'university', 'fans', 'city', 'louisville', 'let', 'proclaimed', 'we', 'always', 'national', 'champions', 'the', 'banner', 'hang', 'weekend', 'come', 'metro', 'hall', 'pic']",positive
988,"['the', 'parliament', 'square', 'bus', 'stop', 'result', 'long', 'anyone', 'else']",neutral
989,"['my', 'father', 'another', 'care', 'home', 'richeza', 'mieszko', 'ii', 'never', 'reunited', 'according', 'sources', 'either', 'officially', 'divorced', 'separated']",positive
990,"['the', 'parliament', 'square', 'bus', 'stop', 'result', 'long', 'anyone', 'else']",neutral
991,"['my', 'father', 'another', 'care', 'home', 'richeza', 'mieszko', 'ii', 'never', 'reunited', 'according', 'sources', 'either', 'officially', 'divorced', 'separated']",positive
992,"['i', 'calling', 'congressional', 'inquiry', 'mobilized', 'antifa', 'spread', 'thousands', 'violent', 'activists', 'what', 'say', 'speaker', 'pelosi']",negative
993,"['the', 'constitution', 'clearly', 'says', 'state', 'legislatures', 'write', 'election', 'laws', 'executive', 'officials', 'judges', 'some', 'states', 'violated', 'section', 'constitution', 'election', 'i', 'object', 'electoral', 'college', 'votes', 'tomorrow']",negative
994,"['simply', 'reason', 'even', 'think', 'kamala', 'harris', 'could', 'president', 'day', 'her', 'arrogance', 'ignorance', 'would', 'lead', 'nation', 'despair', 'likes', 'never', 'seen']",negative
995,"['r', 'e', 's', 'i', 'g', 'n', 'rep', 'adam', 'schiff', 'you', 'liar', 'schemer', 'traitor', 'american', 'people', 'man', 'decency', 'sad', 'media', 'trusted', 'either']",negative
996,"['given', 'probability', 'joe', 'biden', 'given', 'mental', 'condition', 'would', 'last', 'first', 'term', 'nation', 'aghast', 'think', 'kamala', 'harris', 'ignorance', 'arrogance', 'socialist', 'agenda', 'could', 'president', 'this', 'nation', 'one', 'choice', 'donald', 'trump']",negative
997,"['i', 'fully', 'supportive', 'president', 'donald', 'trump', 'really', 'fantastic', 'job', 'congressman', 'greg', 'murphy', 'm', 'd']",positive
998,"['i', 'calling', 'congressional', 'inquiry', 'mobilized', 'antifa', 'spread', 'thousands', 'violent', 'activists', 'what', 'say', 'speaker', 'pelosi']",negative
999,"['the', 'constitution', 'clearly', 'says', 'state', 'legislatures', 'write', 'election', 'laws', 'executive', 'officials', 'judges', 'some', 'states', 'violated', 'section', 'constitution', 'election', 'i', 'object', 'electoral', 'college', 'votes', 'tomorrow']",negative
1000,['precinct'],negative
1001,['precinct'],negative
1002,"['joe', 'arpaio', 'illegally', 'targeted', 'terrorized', 'latino', 'families', 'our', 'community', 'voted', 'power', 'donald', 'trump', 'change']",negative
1003,"['my', 'statement', 'trump', ""'s"", 'august', 'event', 'phoenix', 'conv', 'ctr']",neutral
1004,"['arizona', 'city']",negative
1005,"['the', 'house', 'passed', 'h', 'r', 'dream', 'and', 'promise', 'act', 'provide', 'permanent', 'protections', 'dreamers', 'make', 'mistake', 'economic', 'stimulus', 'bill', 'the', 'economic', 'gains', 'communities', 'across', 'country', 'significant', 'stand', 'benefit', 'ever', 'arizona']",positive
1006,"['joe', 'arpaio', 'illegally', 'targeted', 'terrorized', 'latino', 'families', 'our', 'community', 'voted', 'power', 'donald', 'trump', 'change']",negative
1007,"['my', 'statement', 'trump', ""'s"", 'august', 'event', 'phoenix', 'conv', 'ctr']",neutral
1008,"['arizona', 'city']",negative
1009,"['the', 'house', 'passed', 'h', 'r', 'dream', 'and', 'promise', 'act', 'provide', 'permanent', 'protections', 'dreamers', 'make', 'mistake', 'economic', 'stimulus', 'bill', 'the', 'economic', 'gains', 'communities', 'across', 'country', 'significant', 'stand', 'benefit', 'ever', 'arizona']",positive
1010,['istanbul'],negative
1011,"['one', 'mandate', 'masks', 'public', 'places', 'businesses', 'physical', 'distancing', 'possible', 'businesses', 'also', 'required', 'provide', 'employees', 'masks', 'wear', 'working']",neutral
1012,"['tonight', 'i', 'voted', 'additional', 'billion', 'new', 'funding', 'response', 'russia', 'invasion', 'ukraine']",negative
1013,"['despite', 'claiming', 'domestic', 'terrorism', 'threat', 'homeland', 'sec', 'mayorkas', 'name', 'single', 'case', 'referred', 'd', 'h', 's', 'd', 'o', 'j', 'white', 'supremacy', 'domestic', 'terrorism']",negative
1014,['istanbul'],negative
1015,"['this', 'republicans', 'kids', 'buried', 'bragging', 'many', 'guns', 'gun', 'safety', 'hearing', 'they', 'serious', 'they', 'danger', 'kids']",negative
1016,"['our', 'strategic', 'reserve', 'nation', 'emergency', 'use', 'biden', 'strategic', 'failure']",neutral
1017,"['thoughtful', 'piece', 'impact', 'returning', 'school', 'fall', 'children', 'nation']",negative
1018,"['wishing', 'th', 'president', 'happy', 'birthday']",positive
1019,"['tonight', 'i', 'voted', 'additional', 'billion', 'new', 'funding', 'response', 'russia', 'invasion', 'ukraine']",negative
1020,"['despite', 'claiming', 'domestic', 'terrorism', 'threat', 'homeland', 'sec', 'mayorkas', 'name', 'single', 'case', 'referred', 'd', 'h', 's', 'd', 'o', 'j', 'white', 'supremacy', 'domestic', 'terrorism']",negative
1021,['istanbul'],negative
1022,"['this', 'republicans', 'kids', 'buried', 'bragging', 'many', 'guns', 'gun', 'safety', 'hearing', 'they', 'serious', 'they', 'danger', 'kids']",negative
1023,"['our', 'strategic', 'reserve', 'nation', 'emergency', 'use', 'biden', 'strategic', 'failure']",neutral
1024,"['thoughtful', 'piece', 'impact', 'returning', 'school', 'fall', 'children', 'nation']",negative
1025,"['wishing', 'th', 'president', 'happy', 'birthday']",positive
1026,"['omicron', 'omarion', 'either', 'way', 'please', 'get', 'vaccinated', 'boosted', 'like', 'post', 'be']",neutral
1027,"['omicron', 'omarion', 'either', 'way', 'please', 'get', 'vaccinated', 'boosted', 'like', 'post', 'be']",neutral
1028,"['since', 'sending', 'cables', 'legal', 'pad', 'yellow', 'padding']",neutral
1029,"['n', 'e', 'w', 'just', 'introduced', 'bill', 'prohibit', 'sale', 'bump', 'stocks', 'turn', 'semi', 'automatic', 'rifles', 'equivalent', 'machine', 'guns']",neutral
1030,"['thank', 'montana', 'i', 'humbled', 'incredible', 'honor', 'i', 'always', 'montana', ""'s"", 'side']",positive
1031,"['i', 'defend', 'second', 'amendment', 'access', 'public', 'lands']",neutral
1032,['and'],negative
1033,"['the', 'president', 'mentions', 'governor', 'michigan', 'crowd', 'chants', 'lock', 'president', 'says', 'lock']",neutral
1034,['gross'],positive
1035,"['the', 'president', ""'s"", 'joint', 'address', 'uplifting', 'unifying', 'he', 'reached', 'parties', 'work', 'together', 'good', 'american', 'people']",positive
1036,"['congratulations', 'friend', 'enes', 'freedom', 'well', 'deserved', 'honor', 'tandem', 'wing', 'tailless', 'aircraft', 'rely', 'general', 'rule', 'achieve', 'stability', 'aft', 'surface', 'stabilising', 'one']",positive
1037,"['i', 'hoped', 'colleagues', 'across', 'aisle', 'would', 'want', 'hear', 'facts', 'undo', 'election', 'sadly', 'case', 'chairman', 'schiff', 'democrats', 'whistleblower', 'hiding']",negative
1038,"['i', 'hoped', 'colleagues', 'across', 'aisle', 'would', 'want', 'hear', 'facts', 'undo', 'election', 'sadly', 'case', 'chairman', 'schiff', 'democrats', 'whistleblower', 'hiding']",negative
1039,"['i', 'want', 'congratulate', 'andrew', 'gillum', 'the', 'truth', 'years', 'one', 'party', 'rule', 'florida', 'simply', 'afford', 'another', 'republican', 'governor', 'that', 'i', 'pledged', 'everything', 'i', 'help', 'mayor', 'gillum', 'defeat', 'de', 'santis', 'november', 'please', 'join', 'us', 'moving', 'florida', 'forward']",positive
1040,"['honored', 'commander', 'chief', 'p', 'o', 't', 'you', 's', 'r', 'summit', 'lead', 'critical', 'discussion', 'nation', ""'s"", 'drug', 'abuse', 'epidemic']",positive
1041,"['i', 'joined', 'house', 'republicans', 'tonight', 'vote', 'censure', 'rep', 'schiff', 'misleading', 'american', 'people', 'advance', 'democrats', 'partisan', 'secretive', 'impeachment', 'process', 'donald', 'trump', 'rep', 'schiff', 'held', 'accountable', 'leading', 'shameful', 'scheme']",negative
1042,"['congratulations', 'harlan', 'county', 'native', 'jordan', 'smith', 'live', 'winning', 'n', 'b', 'c', 'the', 'voice']",positive
1043,"['i', 'recorded', 'interview', 'things', 'got', 'pretty', 'heated', 'male', 'radio', 'host', 'repeatedly', 'said', 'offended', 'i', 'unapologetically', 'stated', 'decision', 'bear', 'child', 'woman', 'choice', 'woman', 'choice', 'full', 'stop']",negative
1044,"['this', 'hateful', 'poster', 'appalling', 'upsetting', 'i', 'encourage', 'colleagues', 'condemn', 'bigotry', 'kind', 'stay', 'silent', 'avoiding', 'topic', 'abortion']",negative
1045,"['this', 'poster', 'capitol', 'booth', 'sponsored', 'w', 'v', 'g', 'o', 'p', 'when', 'someone', 'shows', 'believe']",neutral
1046,"['today', 'i', 'voted', 'favour', 'articles', 'impeachment', 'president', 'donald', 'j', 'trump', 'judiciary', 'committee', 'the', 'articles', 'abuse', 'power', 'obstruction', 'congress', 'go', 'full', 'house', 'vote', 'i', 'am', 'peachment', 'vote']",neutral
1047,"['the', 'justice', 'dept', 'a', 'message', 'attorney', 'general', 'barr', 'resign']",neutral
1048,"['clapped', 'back', 'rep', 'matt', 'gaetz', 'pot', 'called', 'kettle', 'black']",negative
1049,"['christ', 'is', 'risen']",neutral
1050,"['watching', 'scenes', 'd', 'c', 'elsewhere', 'tonight', 'something', 'right', 'these', 'protesters', 'thugs', 'they', 'could', 'care', 'less', 'george', 'floyd', 'legacy', 'positive', 'change', 'many', 'want', 'see', 'come', 'murder', 'at', 'point', 'law', 'enforcement', 'going']",negative
1051,"['congrats', 'baby', 'girl', 'great', 'coaches', 'you', 'n', 'd', 'e', 'f', 'e', 'a', 't', 'e', 'd', 'season']",positive
1052,"['thanks', 'encouraged', 'consider', 'filibuster', 'reform', 'done']",positive
1053,"['i', 'glad', 'pentagon', 'finally', 'releasing', 'footage', 'scratches', 'surface', 'research', 'materials', 'available', 'the', 'ycmh', 'administration', 'said', 'asked', 'doctors', 'give', 'writing', 'actually', 'happened']",neutral
1054,"['walked', 'plane', 'n', 'y', 's', 'la', 'guardia', 'airport', 'at', 'end', 'jet', 'bridge', 'passengers', 'i', 'met', 'uniformed', 'military', 'we', 'ordered', 'fill', 'detailed', 'n', 'y', 'state', 'health', 'forms', 'return', 'completed', 'papers', 'could', 'pass', 'unusual', 'experience', 'america', 'covid', 'nanny', 'state']",neutral
1055,"['at', 'least', 'active', 'duty', 'you', 's', 'service', 'members', 'soldiers', 'marines', 'airmen', 'immediate', 'family', 'hiding', 'taliban', 'when', 'you', 's', 'government', 'prioritize', 'families', 'men', 'already', 'sacrificed', 'much', 'america', 'we', 'must', 'take', 'care', 'afghanistan']",negative
1056,"['thank', 'barbara', 'cegavske', 'dedication', 'service', 'i', 'appreciate', 'leadership', 'friendship', 'leadership', 'matters', 'women', 'leaders']",positive
1057,"['victory', 'thank', 'much', 'support', 'northern', 'nevada', 'now', 'let', 'us', 'get', 'work']",positive
1058,"['our', 'd', 'h', 's', 'agents', 'border', 'communities', 'overwhelmed', 'must', 'prioritized', 'd', 'h', 'g', 's', 'encounter', 'immigrants', 'southern', 'border', 'july', 'adding', 'm', 'immigrants', 'arrived', 'western', 'border', 'f', 'y', 'y', 's']",negative
1059,"['the', 'american', 'dream', 'turned', 'nightmare', 'president', 'biden', 'radical', 'democrats', 'declared', 'war', 'capitalism', 'thumbed', 'noses', 'constitution', 'empowered', 'enemies', 'abroad']",negative
1060,"['to', 'honor', 'life', 'contributions', 'memory', 'truly', 'extraordinary', 'son', 'south', 'carolina', 'i', 'ordered', 'flags', 'atop', 'statehouse', 'lowered', 'half', 'staff', 'tomorrow', 'sunday', 'august', 'sunrise', 'sunset']",positive
